Each Task Period:[7, 36]

Task1- MissCount, TotalTxCount: 54 14285
Task2- MissCount, TotalTxCount: 6 2777
Task1- MissCount, TotalTxCount: 45 14285
Task2- MissCount, TotalTxCount: 10 2777
Task1- MissCount, TotalTxCount: 37 14285
Task2- MissCount, TotalTxCount: 3 2777
Task1- MissCount, TotalTxCount: 48 14285
Task2- MissCount, TotalTxCount: 5 2777
Task1- MissCount, TotalTxCount: 50 14285
Task2- MissCount, TotalTxCount: 7 2777
Task1- MissCount, TotalTxCount: 61 14285
Task2- MissCount, TotalTxCount: 5 2777
Task1- MissCount, TotalTxCount: 44 14285
Task2- MissCount, TotalTxCount: 6 2777
Task1- MissCount, TotalTxCount: 49 14285
Task2- MissCount, TotalTxCount: 6 2777
Task1- MissCount, TotalTxCount: 33 14285
Task2- MissCount, TotalTxCount: 4 2777
Task1- MissCount, TotalTxCount: 49 14285
Task2- MissCount, TotalTxCount: 7 2777
Task1- MissCount, TotalTxCount: 44 14285
Task2- MissCount, TotalTxCount: 4 2777
Task1- MissCount, TotalTxCount: 37 14285
Task2- MissCount, TotalTxCount: 9 2777
Task1- MissCount, TotalTxCount: 45 14285
Task2- MissCount, TotalTxCount: 5 2777
Task1- MissCount, TotalTxCount: 56 14285
Task2- MissCount, TotalTxCount: 8 2777
Task1- MissCount, TotalTxCount: 49 14285
Task2- MissCount, TotalTxCount: 9 2777
Task1- MissCount, TotalTxCount: 35 14285
Task2- MissCount, TotalTxCount: 11 2777
Task1- MissCount, TotalTxCount: 48 14285
Task2- MissCount, TotalTxCount: 5 2777
Task1- MissCount, TotalTxCount: 57 14285
Task2- MissCount, TotalTxCount: 3 2777
Task1- MissCount, TotalTxCount: 50 14285
Task2- MissCount, TotalTxCount: 9 2777
Task1- MissCount, TotalTxCount: 37 14285
Task2- MissCount, TotalTxCount: 3 2777
Task1- MissCount, TotalTxCount: 58 14285
Task2- MissCount, TotalTxCount: 3 2777
Task1- MissCount, TotalTxCount: 44 14285
Task2- MissCount, TotalTxCount: 7 2777
Task1- MissCount, TotalTxCount: 44 14285
Task2- MissCount, TotalTxCount: 6 2777
Task1- MissCount, TotalTxCount: 41 14285
Task2- MissCount, TotalTxCount: 4 2777
Task1- MissCount, TotalTxCount: 53 14285
Task2- MissCount, TotalTxCount: 6 2777
Task1- MissCount, TotalTxCount: 48 14285
Task2- MissCount, TotalTxCount: 9 2777
Task1- MissCount, TotalTxCount: 42 14285
Task2- MissCount, TotalTxCount: 7 2777
Task1- MissCount, TotalTxCount: 45 14285
Task2- MissCount, TotalTxCount: 11 2777
Task1- MissCount, TotalTxCount: 47 14285
Task2- MissCount, TotalTxCount: 5 2777
Task1- MissCount, TotalTxCount: 46 14285
Task2- MissCount, TotalTxCount: 6 2777
Task1- MissCount, TotalTxCount: 54 14285
Task2- MissCount, TotalTxCount: 5 2777
Task1- MissCount, TotalTxCount: 49 14285
Task2- MissCount, TotalTxCount: 2 2777
Task1- MissCount, TotalTxCount: 56 14285
Task2- MissCount, TotalTxCount: 9 2777
Task1- MissCount, TotalTxCount: 43 14285
Task2- MissCount, TotalTxCount: 3 2777
Task1- MissCount, TotalTxCount: 32 14285
Task2- MissCount, TotalTxCount: 7 2777
Task1- MissCount, TotalTxCount: 53 14285
Task2- MissCount, TotalTxCount: 5 2777
Task1- MissCount, TotalTxCount: 40 14285
Task2- MissCount, TotalTxCount: 10 2777
Task1- MissCount, TotalTxCount: 37 14285
Task2- MissCount, TotalTxCount: 6 2777
Task1- MissCount, TotalTxCount: 37 14285
Task2- MissCount, TotalTxCount: 3 2777
Task1- MissCount, TotalTxCount: 51 14285
Task2- MissCount, TotalTxCount: 10 2777
Task1- MissCount, TotalTxCount: 49 14285
Task2- MissCount, TotalTxCount: 13 2777
Task1- MissCount, TotalTxCount: 43 14285
Task2- MissCount, TotalTxCount: 9 2777
Task1- MissCount, TotalTxCount: 44 14285
Task2- MissCount, TotalTxCount: 4 2777
Task1- MissCount, TotalTxCount: 55 14285
Task2- MissCount, TotalTxCount: 8 2777
Task1- MissCount, TotalTxCount: 66 14285
Task2- MissCount, TotalTxCount: 8 2777
Task1- MissCount, TotalTxCount: 48 14285
Task2- MissCount, TotalTxCount: 7 2777
