Each Task Period:[6, 216]

Task1- MissCount, TotalTxCount: 51 16665
Task2- MissCount, TotalTxCount: 2 462
Task1- MissCount, TotalTxCount: 55 16665
Task2- MissCount, TotalTxCount: 0 462
Task1- MissCount, TotalTxCount: 45 16665
Task2- MissCount, TotalTxCount: 2 462
Task1- MissCount, TotalTxCount: 56 16665
Task2- MissCount, TotalTxCount: 2 462
Task1- MissCount, TotalTxCount: 53 16665
Task2- MissCount, TotalTxCount: 1 462
Task1- MissCount, TotalTxCount: 46 16665
Task2- MissCount, TotalTxCount: 0 462
Task1- MissCount, TotalTxCount: 36 16665
Task2- MissCount, TotalTxCount: 2 462
Task1- MissCount, TotalTxCount: 60 16665
Task2- MissCount, TotalTxCount: 4 462
Task1- MissCount, TotalTxCount: 55 16665
Task2- MissCount, TotalTxCount: 1 462
Task1- MissCount, TotalTxCount: 47 16665
Task2- MissCount, TotalTxCount: 0 462
Task1- MissCount, TotalTxCount: 52 16665
Task2- MissCount, TotalTxCount: 0 462
Task1- MissCount, TotalTxCount: 59 16665
Task2- MissCount, TotalTxCount: 1 462
Task1- MissCount, TotalTxCount: 65 16665
Task2- MissCount, TotalTxCount: 2 462
Task1- MissCount, TotalTxCount: 65 16665
Task2- MissCount, TotalTxCount: 1 462
Task1- MissCount, TotalTxCount: 44 16665
Task2- MissCount, TotalTxCount: 4 462
Task1- MissCount, TotalTxCount: 56 16665
Task2- MissCount, TotalTxCount: 1 462
Task1- MissCount, TotalTxCount: 66 16665
Task2- MissCount, TotalTxCount: 0 462
Task1- MissCount, TotalTxCount: 59 16665
Task2- MissCount, TotalTxCount: 3 462
Task1- MissCount, TotalTxCount: 59 16665
Task2- MissCount, TotalTxCount: 2 462
Task1- MissCount, TotalTxCount: 54 16665
Task2- MissCount, TotalTxCount: 2 462
Task1- MissCount, TotalTxCount: 66 16665
Task2- MissCount, TotalTxCount: 2 462
Task1- MissCount, TotalTxCount: 65 16665
Task2- MissCount, TotalTxCount: 2 462
Task1- MissCount, TotalTxCount: 51 16665
Task2- MissCount, TotalTxCount: 1 462
Task1- MissCount, TotalTxCount: 55 16665
Task2- MissCount, TotalTxCount: 2 462
Task1- MissCount, TotalTxCount: 38 16665
Task2- MissCount, TotalTxCount: 3 462
Task1- MissCount, TotalTxCount: 52 16665
Task2- MissCount, TotalTxCount: 2 462
Task1- MissCount, TotalTxCount: 51 16665
Task2- MissCount, TotalTxCount: 1 462
Task1- MissCount, TotalTxCount: 63 16665
Task2- MissCount, TotalTxCount: 0 462
Task1- MissCount, TotalTxCount: 54 16665
Task2- MissCount, TotalTxCount: 2 462
Task1- MissCount, TotalTxCount: 60 16665
Task2- MissCount, TotalTxCount: 1 462
Task1- MissCount, TotalTxCount: 57 16665
Task2- MissCount, TotalTxCount: 1 462
Task1- MissCount, TotalTxCount: 63 16665
Task2- MissCount, TotalTxCount: 2 462
Task1- MissCount, TotalTxCount: 53 16665
Task2- MissCount, TotalTxCount: 1 462
Task1- MissCount, TotalTxCount: 37 16665
Task2- MissCount, TotalTxCount: 1 462
Task1- MissCount, TotalTxCount: 37 16665
Task2- MissCount, TotalTxCount: 1 462
Task1- MissCount, TotalTxCount: 60 16665
Task2- MissCount, TotalTxCount: 0 462
Task1- MissCount, TotalTxCount: 51 16665
Task2- MissCount, TotalTxCount: 1 462
Task1- MissCount, TotalTxCount: 41 16665
Task2- MissCount, TotalTxCount: 3 462
Task1- MissCount, TotalTxCount: 49 16665
Task2- MissCount, TotalTxCount: 4 462
Task1- MissCount, TotalTxCount: 59 16665
Task2- MissCount, TotalTxCount: 3 462
Task1- MissCount, TotalTxCount: 53 16665
Task2- MissCount, TotalTxCount: 1 462
Task1- MissCount, TotalTxCount: 46 16665
Task2- MissCount, TotalTxCount: 3 462
Task1- MissCount, TotalTxCount: 53 16665
Task2- MissCount, TotalTxCount: 1 462
Task1- MissCount, TotalTxCount: 57 16665
Task2- MissCount, TotalTxCount: 2 462
Task1- MissCount, TotalTxCount: 39 16665
Task2- MissCount, TotalTxCount: 2 462
Task1- MissCount, TotalTxCount: 58 16665
Task2- MissCount, TotalTxCount: 0 462
Task1- MissCount, TotalTxCount: 43 16665
Task2- MissCount, TotalTxCount: 1 462
Task1- MissCount, TotalTxCount: 77 16665
Task2- MissCount, TotalTxCount: 2 462
Task1- MissCount, TotalTxCount: 58 16665
Task2- MissCount, TotalTxCount: 0 462
Task1- MissCount, TotalTxCount: 59 16665
Task2- MissCount, TotalTxCount: 2 462
Task1- MissCount, TotalTxCount: 55 16665
Task2- MissCount, TotalTxCount: 0 462
Task1- MissCount, TotalTxCount: 46 16665
Task2- MissCount, TotalTxCount: 0 462
Task1- MissCount, TotalTxCount: 48 16665
Task2- MissCount, TotalTxCount: 1 462
Task1- MissCount, TotalTxCount: 51 16665
Task2- MissCount, TotalTxCount: 1 462
Task1- MissCount, TotalTxCount: 46 16665
Task2- MissCount, TotalTxCount: 2 462
Task1- MissCount, TotalTxCount: 53 16665
Task2- MissCount, TotalTxCount: 2 462
Task1- MissCount, TotalTxCount: 51 16665
Task2- MissCount, TotalTxCount: 0 462
Task1- MissCount, TotalTxCount: 58 16665
Task2- MissCount, TotalTxCount: 1 462
Task1- MissCount, TotalTxCount: 58 16665
Task2- MissCount, TotalTxCount: 2 462
Task1- MissCount, TotalTxCount: 41 16665
Task2- MissCount, TotalTxCount: 4 462
Task1- MissCount, TotalTxCount: 61 16665
Task2- MissCount, TotalTxCount: 0 462
Task1- MissCount, TotalTxCount: 57 16665
Task2- MissCount, TotalTxCount: 1 462
Task1- MissCount, TotalTxCount: 51 16665
Task2- MissCount, TotalTxCount: 0 462
