Each Task Period:[6, 15]

Task1- MissCount, TotalTxCount: 59 16665
Task2- MissCount, TotalTxCount: 12 6665
Task1- MissCount, TotalTxCount: 49 16665
Task2- MissCount, TotalTxCount: 14 6665
Task1- MissCount, TotalTxCount: 57 16665
Task2- MissCount, TotalTxCount: 18 6665
Task1- MissCount, TotalTxCount: 63 16665
Task2- MissCount, TotalTxCount: 17 6665
Task1- MissCount, TotalTxCount: 46 16665
Task2- MissCount, TotalTxCount: 19 6665
Task1- MissCount, TotalTxCount: 51 16665
Task2- MissCount, TotalTxCount: 20 6665
Task1- MissCount, TotalTxCount: 49 16665
Task2- MissCount, TotalTxCount: 19 6665
Task1- MissCount, TotalTxCount: 56 16665
Task2- MissCount, TotalTxCount: 16 6665
Task1- MissCount, TotalTxCount: 45 16665
Task2- MissCount, TotalTxCount: 16 6665
Task1- MissCount, TotalTxCount: 52 16665
Task2- MissCount, TotalTxCount: 20 6665
Task1- MissCount, TotalTxCount: 47 16665
Task2- MissCount, TotalTxCount: 14 6665
Task1- MissCount, TotalTxCount: 55 16665
Task2- MissCount, TotalTxCount: 17 6665
Task1- MissCount, TotalTxCount: 45 16665
Task2- MissCount, TotalTxCount: 18 6665
Task1- MissCount, TotalTxCount: 50 16665
Task2- MissCount, TotalTxCount: 14 6665
Task1- MissCount, TotalTxCount: 60 16665
Task2- MissCount, TotalTxCount: 16 6665
Task1- MissCount, TotalTxCount: 54 16665
Task2- MissCount, TotalTxCount: 18 6665
Task1- MissCount, TotalTxCount: 60 16665
Task2- MissCount, TotalTxCount: 18 6665
Task1- MissCount, TotalTxCount: 44 16665
Task2- MissCount, TotalTxCount: 12 6665
Task1- MissCount, TotalTxCount: 57 16665
Task2- MissCount, TotalTxCount: 15 6665
Task1- MissCount, TotalTxCount: 63 16665
Task2- MissCount, TotalTxCount: 16 6665
Task1- MissCount, TotalTxCount: 66 16665
Task2- MissCount, TotalTxCount: 12 6665
Task1- MissCount, TotalTxCount: 63 16665
Task2- MissCount, TotalTxCount: 20 6665
Task1- MissCount, TotalTxCount: 49 16665
Task2- MissCount, TotalTxCount: 15 6665
Task1- MissCount, TotalTxCount: 50 16665
Task2- MissCount, TotalTxCount: 24 6665
Task1- MissCount, TotalTxCount: 57 16665
Task2- MissCount, TotalTxCount: 23 6665
Task1- MissCount, TotalTxCount: 54 16665
Task2- MissCount, TotalTxCount: 8 6665
Task1- MissCount, TotalTxCount: 48 16665
Task2- MissCount, TotalTxCount: 12 6665
Task1- MissCount, TotalTxCount: 51 16665
Task2- MissCount, TotalTxCount: 15 6665
Task1- MissCount, TotalTxCount: 50 16665
Task2- MissCount, TotalTxCount: 19 6665
Task1- MissCount, TotalTxCount: 47 16665
Task2- MissCount, TotalTxCount: 13 6665
Task1- MissCount, TotalTxCount: 54 16665
Task2- MissCount, TotalTxCount: 18 6665
Task1- MissCount, TotalTxCount: 60 16665
Task2- MissCount, TotalTxCount: 13 6665
Task1- MissCount, TotalTxCount: 58 16665
Task2- MissCount, TotalTxCount: 18 6665
Task1- MissCount, TotalTxCount: 60 16665
Task2- MissCount, TotalTxCount: 17 6665
Task1- MissCount, TotalTxCount: 52 16665
Task2- MissCount, TotalTxCount: 19 6665
Task1- MissCount, TotalTxCount: 47 16665
Task2- MissCount, TotalTxCount: 11 6665
Task1- MissCount, TotalTxCount: 53 16665
Task2- MissCount, TotalTxCount: 16 6665
Task1- MissCount, TotalTxCount: 51 16665
Task2- MissCount, TotalTxCount: 21 6665
Task1- MissCount, TotalTxCount: 50 16665
Task2- MissCount, TotalTxCount: 19 6665
Task1- MissCount, TotalTxCount: 59 16665
Task2- MissCount, TotalTxCount: 18 6665
Task1- MissCount, TotalTxCount: 53 16665
Task2- MissCount, TotalTxCount: 22 6665
Task1- MissCount, TotalTxCount: 60 16665
Task2- MissCount, TotalTxCount: 16 6665
Task1- MissCount, TotalTxCount: 55 16665
Task2- MissCount, TotalTxCount: 20 6665
Task1- MissCount, TotalTxCount: 45 16665
Task2- MissCount, TotalTxCount: 19 6665
Task1- MissCount, TotalTxCount: 57 16665
Task2- MissCount, TotalTxCount: 16 6665
Task1- MissCount, TotalTxCount: 53 16665
Task2- MissCount, TotalTxCount: 18 6665
Task1- MissCount, TotalTxCount: 49 16665
Task2- MissCount, TotalTxCount: 18 6665
Task1- MissCount, TotalTxCount: 60 16665
Task2- MissCount, TotalTxCount: 15 6665
Task1- MissCount, TotalTxCount: 49 16665
Task2- MissCount, TotalTxCount: 14 6665
Task1- MissCount, TotalTxCount: 61 16665
Task2- MissCount, TotalTxCount: 14 6665
Task1- MissCount, TotalTxCount: 45 16665
Task2- MissCount, TotalTxCount: 16 6665
Task1- MissCount, TotalTxCount: 46 16665
Task2- MissCount, TotalTxCount: 19 6665
Task1- MissCount, TotalTxCount: 43 16665
Task2- MissCount, TotalTxCount: 9 6665
Task1- MissCount, TotalTxCount: 48 16665
Task2- MissCount, TotalTxCount: 14 6665
Task1- MissCount, TotalTxCount: 60 16665
Task2- MissCount, TotalTxCount: 20 6665
Task1- MissCount, TotalTxCount: 56 16665
Task2- MissCount, TotalTxCount: 13 6665
Task1- MissCount, TotalTxCount: 57 16665
Task2- MissCount, TotalTxCount: 12 6665
Task1- MissCount, TotalTxCount: 53 16665
Task2- MissCount, TotalTxCount: 14 6665
Task1- MissCount, TotalTxCount: 54 16665
Task2- MissCount, TotalTxCount: 15 6665
Task1- MissCount, TotalTxCount: 47 16665
Task2- MissCount, TotalTxCount: 11 6665
Task1- MissCount, TotalTxCount: 54 16665
Task2- MissCount, TotalTxCount: 8 6665
Task1- MissCount, TotalTxCount: 46 16665
Task2- MissCount, TotalTxCount: 19 6665
Task1- MissCount, TotalTxCount: 60 16665
Task2- MissCount, TotalTxCount: 11 6665
Task1- MissCount, TotalTxCount: 52 16665
Task2- MissCount, TotalTxCount: 18 6665
Task1- MissCount, TotalTxCount: 46 16665
Task2- MissCount, TotalTxCount: 14 6665
Task1- MissCount, TotalTxCount: 44 16665
Task2- MissCount, TotalTxCount: 15 6665
Task1- MissCount, TotalTxCount: 60 16665
Task2- MissCount, TotalTxCount: 13 6665
Task1- MissCount, TotalTxCount: 58 16665
Task2- MissCount, TotalTxCount: 20 6665
Task1- MissCount, TotalTxCount: 52 16665
Task2- MissCount, TotalTxCount: 16 6665
Task1- MissCount, TotalTxCount: 58 16665
Task2- MissCount, TotalTxCount: 15 6665
Task1- MissCount, TotalTxCount: 47 16665
Task2- MissCount, TotalTxCount: 12 6665
Task1- MissCount, TotalTxCount: 44 16665
Task2- MissCount, TotalTxCount: 26 6665
Task1- MissCount, TotalTxCount: 41 16665
Task2- MissCount, TotalTxCount: 18 6665
Task1- MissCount, TotalTxCount: 53 16665
Task2- MissCount, TotalTxCount: 16 6665
Task1- MissCount, TotalTxCount: 52 16665
Task2- MissCount, TotalTxCount: 22 6665
Task1- MissCount, TotalTxCount: 68 16665
Task2- MissCount, TotalTxCount: 11 6665
Task1- MissCount, TotalTxCount: 56 16665
