Each Task Period:[15, 6]

Task1- MissCount, TotalTxCount: 27 6665
Task2- MissCount, TotalTxCount: 419 16665
Task1- MissCount, TotalTxCount: 15 6665
Task2- MissCount, TotalTxCount: 407 16665
Task1- MissCount, TotalTxCount: 20 6665
Task2- MissCount, TotalTxCount: 429 16665
Task1- MissCount, TotalTxCount: 18 6665
Task2- MissCount, TotalTxCount: 435 16665
Task1- MissCount, TotalTxCount: 22 6665
Task2- MissCount, TotalTxCount: 426 16665
Task1- MissCount, TotalTxCount: 22 6665
Task2- MissCount, TotalTxCount: 423 16665
Task1- MissCount, TotalTxCount: 18 6665
Task2- MissCount, TotalTxCount: 414 16665
Task1- MissCount, TotalTxCount: 14 6665
Task2- MissCount, TotalTxCount: 413 16665
Task1- MissCount, TotalTxCount: 27 6665
Task2- MissCount, TotalTxCount: 469 16665
Task1- MissCount, TotalTxCount: 14 6665
Task2- MissCount, TotalTxCount: 412 16665
Task1- MissCount, TotalTxCount: 25 6665
Task2- MissCount, TotalTxCount: 440 16665
Task1- MissCount, TotalTxCount: 21 6665
Task2- MissCount, TotalTxCount: 410 16665
Task1- MissCount, TotalTxCount: 18 6665
Task2- MissCount, TotalTxCount: 429 16665
Task1- MissCount, TotalTxCount: 11 6665
Task2- MissCount, TotalTxCount: 435 16665
Task1- MissCount, TotalTxCount: 14 6665
Task2- MissCount, TotalTxCount: 469 16665
Task1- MissCount, TotalTxCount: 20 6665
Task2- MissCount, TotalTxCount: 456 16665
Task1- MissCount, TotalTxCount: 15 6665
Task2- MissCount, TotalTxCount: 432 16665
Task1- MissCount, TotalTxCount: 17 6665
Task2- MissCount, TotalTxCount: 429 16665
Task1- MissCount, TotalTxCount: 20 6665
Task2- MissCount, TotalTxCount: 447 16665
Task1- MissCount, TotalTxCount: 28 6665
Task2- MissCount, TotalTxCount: 385 16665
Task1- MissCount, TotalTxCount: 25 6665
Task2- MissCount, TotalTxCount: 438 16665
Task1- MissCount, TotalTxCount: 21 6665
Task2- MissCount, TotalTxCount: 424 16665
Task1- MissCount, TotalTxCount: 17 6665
Task2- MissCount, TotalTxCount: 408 16665
Task1- MissCount, TotalTxCount: 21 6665
Task2- MissCount, TotalTxCount: 412 16665
Task1- MissCount, TotalTxCount: 19 6665
Task2- MissCount, TotalTxCount: 444 16665
Task1- MissCount, TotalTxCount: 12 6665
Task2- MissCount, TotalTxCount: 444 16665
Task1- MissCount, TotalTxCount: 21 6665
Task2- MissCount, TotalTxCount: 418 16665
Task1- MissCount, TotalTxCount: 19 6665
Task2- MissCount, TotalTxCount: 440 16665
Task1- MissCount, TotalTxCount: 17 6665
Task2- MissCount, TotalTxCount: 397 16665
Task1- MissCount, TotalTxCount: 20 6665
Task2- MissCount, TotalTxCount: 440 16665
Task1- MissCount, TotalTxCount: 22 6665
Task2- MissCount, TotalTxCount: 400 16665
Task1- MissCount, TotalTxCount: 17 6665
Task2- MissCount, TotalTxCount: 412 16665
Task1- MissCount, TotalTxCount: 18 6665
Task2- MissCount, TotalTxCount: 412 16665
Task1- MissCount, TotalTxCount: 20 6665
Task2- MissCount, TotalTxCount: 441 16665
Task1- MissCount, TotalTxCount: 25 6665
Task2- MissCount, TotalTxCount: 446 16665
Task1- MissCount, TotalTxCount: 17 6665
Task2- MissCount, TotalTxCount: 414 16665
Task1- MissCount, TotalTxCount: 22 6665
Task2- MissCount, TotalTxCount: 432 16665
Task1- MissCount, TotalTxCount: 17 6665
Task2- MissCount, TotalTxCount: 418 16665
Task1- MissCount, TotalTxCount: 18 6665
Task2- MissCount, TotalTxCount: 405 16665
Task1- MissCount, TotalTxCount: 28 6665
Task2- MissCount, TotalTxCount: 420 16665
Task1- MissCount, TotalTxCount: 24 6665
Task2- MissCount, TotalTxCount: 387 16665
Task1- MissCount, TotalTxCount: 15 6665
Task2- MissCount, TotalTxCount: 434 16665
Task1- MissCount, TotalTxCount: 18 6665
Task2- MissCount, TotalTxCount: 414 16665
Task1- MissCount, TotalTxCount: 24 6665
Task2- MissCount, TotalTxCount: 429 16665
Task1- MissCount, TotalTxCount: 13 6665
Task2- MissCount, TotalTxCount: 438 16665
Task1- MissCount, TotalTxCount: 18 6665
Task2- MissCount, TotalTxCount: 396 16665
Task1- MissCount, TotalTxCount: 15 6665
Task2- MissCount, TotalTxCount: 448 16665
Task1- MissCount, TotalTxCount: 26 6665
Task2- MissCount, TotalTxCount: 438 16665
Task1- MissCount, TotalTxCount: 26 6665
Task2- MissCount, TotalTxCount: 386 16665
Task1- MissCount, TotalTxCount: 27 6665
Task2- MissCount, TotalTxCount: 425 16665
Task1- MissCount, TotalTxCount: 12 6665
Task2- MissCount, TotalTxCount: 439 16665
Task1- MissCount, TotalTxCount: 27 6665
Task2- MissCount, TotalTxCount: 429 16665
Task1- MissCount, TotalTxCount: 26 6665
Task2- MissCount, TotalTxCount: 400 16665
Task1- MissCount, TotalTxCount: 24 6665
Task2- MissCount, TotalTxCount: 424 16665
Task1- MissCount, TotalTxCount: 26 6665
Task2- MissCount, TotalTxCount: 406 16665
Task1- MissCount, TotalTxCount: 14 6665
Task2- MissCount, TotalTxCount: 427 16665
Task1- MissCount, TotalTxCount: 14 6665
Task2- MissCount, TotalTxCount: 424 16665
Task1- MissCount, TotalTxCount: 27 6665
Task2- MissCount, TotalTxCount: 415 16665
Task1- MissCount, TotalTxCount: 22 6665
Task2- MissCount, TotalTxCount: 456 16665
Task1- MissCount, TotalTxCount: 28 6665
Task2- MissCount, TotalTxCount: 394 16665
Task1- MissCount, TotalTxCount: 18 6665
Task2- MissCount, TotalTxCount: 415 16665
Task1- MissCount, TotalTxCount: 26 6665
Task2- MissCount, TotalTxCount: 427 16665
Task1- MissCount, TotalTxCount: 22 6665
Task2- MissCount, TotalTxCount: 423 16665
Task1- MissCount, TotalTxCount: 17 6665
Task2- MissCount, TotalTxCount: 409 16665
Task1- MissCount, TotalTxCount: 14 6665
Task2- MissCount, TotalTxCount: 425 16665
Task1- MissCount, TotalTxCount: 23 6665
Task2- MissCount, TotalTxCount: 423 16665
Task1- MissCount, TotalTxCount: 12 6665
Task2- MissCount, TotalTxCount: 421 16665
Task1- MissCount, TotalTxCount: 25 6665
Task2- MissCount, TotalTxCount: 410 16665
Task1- MissCount, TotalTxCount: 19 6665
Task2- MissCount, TotalTxCount: 441 16665
Task1- MissCount, TotalTxCount: 23 6665
Task2- MissCount, TotalTxCount: 438 16665
Task1- MissCount, TotalTxCount: 24 6665
Task2- MissCount, TotalTxCount: 453 16665
Task1- MissCount, TotalTxCount: 19 6665
Task2- MissCount, TotalTxCount: 458 16665
Task1- MissCount, TotalTxCount: 25 6665
Task2- MissCount, TotalTxCount: 454 16665
Task1- MissCount, TotalTxCount: 15 6665
Task2- MissCount, TotalTxCount: 421 16665
Task1- MissCount, TotalTxCount: 25 6665
Task2- MissCount, TotalTxCount: 417 16665
Task1- MissCount, TotalTxCount: 25 6665
Task2- MissCount, TotalTxCount: 450 16665
Task1- MissCount, TotalTxCount: 18 6665
Task2- MissCount, TotalTxCount: 460 16665
Task1- MissCount, TotalTxCount: 24 6665
Task2- MissCount, TotalTxCount: 413 16665
Task1- MissCount, TotalTxCount: 20 6665
Task2- MissCount, TotalTxCount: 446 16665
Task1- MissCount, TotalTxCount: 21 6665
Task2- MissCount, TotalTxCount: 444 16665
Task1- MissCount, TotalTxCount: 22 6665
Task2- MissCount, TotalTxCount: 404 16665
Task1- MissCount, TotalTxCount: 25 6665
Task2- MissCount, TotalTxCount: 408 16665
Task1- MissCount, TotalTxCount: 19 6665
Task2- MissCount, TotalTxCount: 423 16665
Task1- MissCount, TotalTxCount: 19 6665
Task2- MissCount, TotalTxCount: 458 16665
Task1- MissCount, TotalTxCount: 26 6665
Task2- MissCount, TotalTxCount: 467 16665
Task1- MissCount, TotalTxCount: 28 6665
Task2- MissCount, TotalTxCount: 470 16665
Task1- MissCount, TotalTxCount: 34 6665
Task2- MissCount, TotalTxCount: 419 16665
Task1- MissCount, TotalTxCount: 22 6665
Task2- MissCount, TotalTxCount: 385 16665
Task1- MissCount, TotalTxCount: 21 6665
Task2- MissCount, TotalTxCount: 406 16665
Task1- MissCount, TotalTxCount: 25 6665
Task2- MissCount, TotalTxCount: 439 16665
Task1- MissCount, TotalTxCount: 22 6665
Task2- MissCount, TotalTxCount: 420 16665
Task1- MissCount, TotalTxCount: 20 6665
Task2- MissCount, TotalTxCount: 422 16665
Task1- MissCount, TotalTxCount: 26 6665
