Each Task Period:[13, 6]

Task1- MissCount, TotalTxCount: 21 7690
Task2- MissCount, TotalTxCount: 801 16665
Task1- MissCount, TotalTxCount: 22 7690
Task2- MissCount, TotalTxCount: 821 16665
Task1- MissCount, TotalTxCount: 23 7690
Task2- MissCount, TotalTxCount: 773 16665
Task1- MissCount, TotalTxCount: 24 7690
Task2- MissCount, TotalTxCount: 803 16665
Task1- MissCount, TotalTxCount: 31 7690
Task2- MissCount, TotalTxCount: 798 16665
Task1- MissCount, TotalTxCount: 23 7690
Task2- MissCount, TotalTxCount: 819 16665
Task1- MissCount, TotalTxCount: 22 7690
Task2- MissCount, TotalTxCount: 818 16665
Task1- MissCount, TotalTxCount: 31 7690
Task2- MissCount, TotalTxCount: 792 16665
Task1- MissCount, TotalTxCount: 22 7690
Task2- MissCount, TotalTxCount: 799 16665
Task1- MissCount, TotalTxCount: 22 7690
Task2- MissCount, TotalTxCount: 805 16665
Task1- MissCount, TotalTxCount: 20 7690
Task2- MissCount, TotalTxCount: 803 16665
Task1- MissCount, TotalTxCount: 23 7690
Task2- MissCount, TotalTxCount: 815 16665
Task1- MissCount, TotalTxCount: 34 7690
Task2- MissCount, TotalTxCount: 801 16665
Task1- MissCount, TotalTxCount: 23 7690
Task2- MissCount, TotalTxCount: 797 16665
Task1- MissCount, TotalTxCount: 26 7690
Task2- MissCount, TotalTxCount: 835 16665
Task1- MissCount, TotalTxCount: 31 7690
Task2- MissCount, TotalTxCount: 801 16665
Task1- MissCount, TotalTxCount: 25 7690
Task2- MissCount, TotalTxCount: 800 16665
Task1- MissCount, TotalTxCount: 27 7690
Task2- MissCount, TotalTxCount: 830 16665
Task1- MissCount, TotalTxCount: 25 7690
Task2- MissCount, TotalTxCount: 837 16665
Task1- MissCount, TotalTxCount: 21 7690
Task2- MissCount, TotalTxCount: 831 16665
Task1- MissCount, TotalTxCount: 23 7690
Task2- MissCount, TotalTxCount: 844 16665
Task1- MissCount, TotalTxCount: 22 7690
Task2- MissCount, TotalTxCount: 811 16665
Task1- MissCount, TotalTxCount: 24 7690
Task2- MissCount, TotalTxCount: 795 16665
Task1- MissCount, TotalTxCount: 26 7690
Task2- MissCount, TotalTxCount: 857 16665
Task1- MissCount, TotalTxCount: 24 7690
Task2- MissCount, TotalTxCount: 813 16665
Task1- MissCount, TotalTxCount: 24 7690
Task2- MissCount, TotalTxCount: 859 16665
Task1- MissCount, TotalTxCount: 19 7690
Task2- MissCount, TotalTxCount: 813 16665
Task1- MissCount, TotalTxCount: 21 7690
Task2- MissCount, TotalTxCount: 796 16665
Task1- MissCount, TotalTxCount: 21 7690
Task2- MissCount, TotalTxCount: 804 16665
Task1- MissCount, TotalTxCount: 31 7690
Task2- MissCount, TotalTxCount: 817 16665
Task1- MissCount, TotalTxCount: 28 7690
Task2- MissCount, TotalTxCount: 823 16665
Task1- MissCount, TotalTxCount: 22 7690
Task2- MissCount, TotalTxCount: 863 16665
Task1- MissCount, TotalTxCount: 26 7690
Task2- MissCount, TotalTxCount: 800 16665
Task1- MissCount, TotalTxCount: 15 7690
Task2- MissCount, TotalTxCount: 779 16665
Task1- MissCount, TotalTxCount: 28 7690
Task2- MissCount, TotalTxCount: 855 16665
Task1- MissCount, TotalTxCount: 26 7690
Task2- MissCount, TotalTxCount: 839 16665
Task1- MissCount, TotalTxCount: 20 7690
Task2- MissCount, TotalTxCount: 796 16665
Task1- MissCount, TotalTxCount: 18 7690
Task2- MissCount, TotalTxCount: 837 16665
Task1- MissCount, TotalTxCount: 20 7690
Task2- MissCount, TotalTxCount: 828 16665
Task1- MissCount, TotalTxCount: 26 7690
Task2- MissCount, TotalTxCount: 790 16665
Task1- MissCount, TotalTxCount: 32 7690
Task2- MissCount, TotalTxCount: 867 16665
Task1- MissCount, TotalTxCount: 21 7690
Task2- MissCount, TotalTxCount: 824 16665
Task1- MissCount, TotalTxCount: 20 7690
Task2- MissCount, TotalTxCount: 830 16665
Task1- MissCount, TotalTxCount: 30 7690
Task2- MissCount, TotalTxCount: 831 16665
Task1- MissCount, TotalTxCount: 22 7690
Task2- MissCount, TotalTxCount: 835 16665
Task1- MissCount, TotalTxCount: 26 7690
Task2- MissCount, TotalTxCount: 815 16665
Task1- MissCount, TotalTxCount: 27 7690
Task2- MissCount, TotalTxCount: 825 16665
Task1- MissCount, TotalTxCount: 19 7690
Task2- MissCount, TotalTxCount: 769 16665
Task1- MissCount, TotalTxCount: 22 7690
Task2- MissCount, TotalTxCount: 849 16665
Task1- MissCount, TotalTxCount: 28 7690
Task2- MissCount, TotalTxCount: 848 16665
Task1- MissCount, TotalTxCount: 23 7690
Task2- MissCount, TotalTxCount: 832 16665
Task1- MissCount, TotalTxCount: 23 7690
Task2- MissCount, TotalTxCount: 806 16665
Task1- MissCount, TotalTxCount: 30 7690
Task2- MissCount, TotalTxCount: 796 16665
Task1- MissCount, TotalTxCount: 24 7690
Task2- MissCount, TotalTxCount: 783 16665
Task1- MissCount, TotalTxCount: 29 7690
Task2- MissCount, TotalTxCount: 812 16665
Task1- MissCount, TotalTxCount: 25 7690
Task2- MissCount, TotalTxCount: 809 16665
Task1- MissCount, TotalTxCount: 21 7690
Task2- MissCount, TotalTxCount: 805 16665
Task1- MissCount, TotalTxCount: 23 7690
Task2- MissCount, TotalTxCount: 809 16665
Task1- MissCount, TotalTxCount: 29 7690
Task2- MissCount, TotalTxCount: 771 16665
Task1- MissCount, TotalTxCount: 20 7690
Task2- MissCount, TotalTxCount: 806 16665
Task1- MissCount, TotalTxCount: 20 7690
Task2- MissCount, TotalTxCount: 805 16665
Task1- MissCount, TotalTxCount: 25 7690
Task2- MissCount, TotalTxCount: 813 16665
Task1- MissCount, TotalTxCount: 26 7690
Task2- MissCount, TotalTxCount: 797 16665
Task1- MissCount, TotalTxCount: 31 7690
Task2- MissCount, TotalTxCount: 783 16665
Task1- MissCount, TotalTxCount: 24 7690
Task2- MissCount, TotalTxCount: 797 16665
Task1- MissCount, TotalTxCount: 17 7690
Task2- MissCount, TotalTxCount: 814 16665
Task1- MissCount, TotalTxCount: 23 7690
Task2- MissCount, TotalTxCount: 803 16665
Task1- MissCount, TotalTxCount: 24 7690
Task2- MissCount, TotalTxCount: 818 16665
Task1- MissCount, TotalTxCount: 27 7690
Task2- MissCount, TotalTxCount: 822 16665
Task1- MissCount, TotalTxCount: 28 7690
Task2- MissCount, TotalTxCount: 808 16665
Task1- MissCount, TotalTxCount: 25 7690
Task2- MissCount, TotalTxCount: 832 16665
Task1- MissCount, TotalTxCount: 31 7690
Task2- MissCount, TotalTxCount: 805 16665
Task1- MissCount, TotalTxCount: 23 7690
Task2- MissCount, TotalTxCount: 842 16665
Task1- MissCount, TotalTxCount: 15 7690
Task2- MissCount, TotalTxCount: 805 16665
Task1- MissCount, TotalTxCount: 26 7690
Task2- MissCount, TotalTxCount: 842 16665
Task1- MissCount, TotalTxCount: 25 7690
Task2- MissCount, TotalTxCount: 841 16665
Task1- MissCount, TotalTxCount: 23 7690
Task2- MissCount, TotalTxCount: 816 16665
Task1- MissCount, TotalTxCount: 23 7690
Task2- MissCount, TotalTxCount: 815 16665
Task1- MissCount, TotalTxCount: 26 7690
Task2- MissCount, TotalTxCount: 817 16665
Task1- MissCount, TotalTxCount: 23 7690
Task2- MissCount, TotalTxCount: 817 16665
Task1- MissCount, TotalTxCount: 21 7690
Task2- MissCount, TotalTxCount: 842 16665
Task1- MissCount, TotalTxCount: 26 7690
Task2- MissCount, TotalTxCount: 795 16665
Task1- MissCount, TotalTxCount: 32 7690
Task2- MissCount, TotalTxCount: 820 16665
Task1- MissCount, TotalTxCount: 17 7690
Task2- MissCount, TotalTxCount: 775 16665
Task1- MissCount, TotalTxCount: 24 7690
Task2- MissCount, TotalTxCount: 769 16665
Task1- MissCount, TotalTxCount: 20 7690
Task2- MissCount, TotalTxCount: 809 16665
Task1- MissCount, TotalTxCount: 21 7690
Task2- MissCount, TotalTxCount: 786 16665
Task1- MissCount, TotalTxCount: 32 7690
Task2- MissCount, TotalTxCount: 845 16665
Task1- MissCount, TotalTxCount: 34 7690
Task2- MissCount, TotalTxCount: 804 16665
Task1- MissCount, TotalTxCount: 22 7690
Task2- MissCount, TotalTxCount: 757 16665
Task1- MissCount, TotalTxCount: 29 7690
Task2- MissCount, TotalTxCount: 842 16665
Task1- MissCount, TotalTxCount: 22 7690
Task2- MissCount, TotalTxCount: 788 16665
Task1- MissCount, TotalTxCount: 11 7690
Task2- MissCount, TotalTxCount: 812 16665
Task1- MissCount, TotalTxCount: 23 7690
Task2- MissCount, TotalTxCount: 811 16665
Task1- MissCount, TotalTxCount: 23 7690
Task2- MissCount, TotalTxCount: 824 16665
Task1- MissCount, TotalTxCount: 25 7690
Task2- MissCount, TotalTxCount: 792 16665
Task1- MissCount, TotalTxCount: 20 7690
Task2- MissCount, TotalTxCount: 757 16665
Task1- MissCount, TotalTxCount: 25 7690
Task2- MissCount, TotalTxCount: 817 16665
Task1- MissCount, TotalTxCount: 26 7690
Task2- MissCount, TotalTxCount: 802 16665
Task1- MissCount, TotalTxCount: 28 7690
Task2- MissCount, TotalTxCount: 806 16665
