Each Task Period:[4, 77]

Task1- MissCount, TotalTxCount: 778 24999
Task2- MissCount, TotalTxCount: 0 1297
Task1- MissCount, TotalTxCount: 783 24999
Task2- MissCount, TotalTxCount: 3 1297
Task1- MissCount, TotalTxCount: 817 24999
Task2- MissCount, TotalTxCount: 3 1297
Task1- MissCount, TotalTxCount: 807 25000
Task2- MissCount, TotalTxCount: 3 1297
Task1- MissCount, TotalTxCount: 773 24999
Task2- MissCount, TotalTxCount: 2 1297
Task1- MissCount, TotalTxCount: 778 24999
Task2- MissCount, TotalTxCount: 3 1297
Task1- MissCount, TotalTxCount: 792 25000
Task2- MissCount, TotalTxCount: 0 1297
Task1- MissCount, TotalTxCount: 846 25000
Task2- MissCount, TotalTxCount: 3 1297
Task1- MissCount, TotalTxCount: 799 25000
Task2- MissCount, TotalTxCount: 1 1297
Task1- MissCount, TotalTxCount: 789 24999
Task2- MissCount, TotalTxCount: 5 1297
Task1- MissCount, TotalTxCount: 762 24999
Task2- MissCount, TotalTxCount: 7 1297
Task1- MissCount, TotalTxCount: 798 24999
Task2- MissCount, TotalTxCount: 4 1297
Task1- MissCount, TotalTxCount: 787 24999
Task2- MissCount, TotalTxCount: 3 1297
Task1- MissCount, TotalTxCount: 729 24999
Task2- MissCount, TotalTxCount: 1 1297
Task1- MissCount, TotalTxCount: 787 24999
Task2- MissCount, TotalTxCount: 4 1297
Task1- MissCount, TotalTxCount: 739 24999
Task2- MissCount, TotalTxCount: 1 1297
Task1- MissCount, TotalTxCount: 828 24999
Task2- MissCount, TotalTxCount: 1 1297
Task1- MissCount, TotalTxCount: 763 24999
Task2- MissCount, TotalTxCount: 4 1297
Task1- MissCount, TotalTxCount: 792 24999
Task2- MissCount, TotalTxCount: 1 1297
Task1- MissCount, TotalTxCount: 787 24999
Task2- MissCount, TotalTxCount: 3 1297
Task1- MissCount, TotalTxCount: 785 24999
Task2- MissCount, TotalTxCount: 3 1297
Task1- MissCount, TotalTxCount: 817 25000
Task2- MissCount, TotalTxCount: 2 1297
Task1- MissCount, TotalTxCount: 766 24999
Task2- MissCount, TotalTxCount: 4 1297
Task1- MissCount, TotalTxCount: 787 24999
Task2- MissCount, TotalTxCount: 4 1297
Task1- MissCount, TotalTxCount: 848 25000
Task2- MissCount, TotalTxCount: 2 1297
Task1- MissCount, TotalTxCount: 795 24999
Task2- MissCount, TotalTxCount: 2 1297
Task1- MissCount, TotalTxCount: 747 24999
Task2- MissCount, TotalTxCount: 2 1297
Task1- MissCount, TotalTxCount: 784 24999
Task2- MissCount, TotalTxCount: 5 1297
Task1- MissCount, TotalTxCount: 775 25000
Task2- MissCount, TotalTxCount: 4 1297
Task1- MissCount, TotalTxCount: 802 24999
Task2- MissCount, TotalTxCount: 2 1297
Task1- MissCount, TotalTxCount: 740 24999
Task2- MissCount, TotalTxCount: 2 1297
Task1- MissCount, TotalTxCount: 822 24999
Task2- MissCount, TotalTxCount: 5 1297
Task1- MissCount, TotalTxCount: 782 24999
Task2- MissCount, TotalTxCount: 2 1297
Task1- MissCount, TotalTxCount: 774 24999
Task2- MissCount, TotalTxCount: 3 1297
Task1- MissCount, TotalTxCount: 778 24999
Task2- MissCount, TotalTxCount: 1 1297
Task1- MissCount, TotalTxCount: 730 24999
Task2- MissCount, TotalTxCount: 2 1297
Task1- MissCount, TotalTxCount: 789 24999
Task2- MissCount, TotalTxCount: 4 1297
Task1- MissCount, TotalTxCount: 752 24999
Task2- MissCount, TotalTxCount: 5 1297
Task1- MissCount, TotalTxCount: 789 24999
Task2- MissCount, TotalTxCount: 1 1297
Task1- MissCount, TotalTxCount: 784 24999
Task2- MissCount, TotalTxCount: 4 1297
Task1- MissCount, TotalTxCount: 792 25000
Task2- MissCount, TotalTxCount: 4 1297
Task1- MissCount, TotalTxCount: 788 24999
Task2- MissCount, TotalTxCount: 3 1297
Task1- MissCount, TotalTxCount: 736 24999
Task2- MissCount, TotalTxCount: 6 1297
Task1- MissCount, TotalTxCount: 791 24999
Task2- MissCount, TotalTxCount: 2 1297
Task1- MissCount, TotalTxCount: 764 24999
Task2- MissCount, TotalTxCount: 2 1297
Task1- MissCount, TotalTxCount: 812 24999
Task2- MissCount, TotalTxCount: 3 1297
Task1- MissCount, TotalTxCount: 712 25000
Task2- MissCount, TotalTxCount: 2 1297
Task1- MissCount, TotalTxCount: 742 24999
Task2- MissCount, TotalTxCount: 3 1297
Task1- MissCount, TotalTxCount: 773 24999
Task2- MissCount, TotalTxCount: 2 1297
Task1- MissCount, TotalTxCount: 734 25000
Task2- MissCount, TotalTxCount: 5 1297
Task1- MissCount, TotalTxCount: 792 24999
Task2- MissCount, TotalTxCount: 3 1297
Task1- MissCount, TotalTxCount: 789 24999
Task2- MissCount, TotalTxCount: 2 1297
Task1- MissCount, TotalTxCount: 752 24999
Task2- MissCount, TotalTxCount: 4 1297
Task1- MissCount, TotalTxCount: 816 24999
Task2- MissCount, TotalTxCount: 1 1297
Task1- MissCount, TotalTxCount: 756 24999
Task2- MissCount, TotalTxCount: 0 1297
Task1- MissCount, TotalTxCount: 780 24999
Task2- MissCount, TotalTxCount: 3 1297
Task1- MissCount, TotalTxCount: 774 24999
Task2- MissCount, TotalTxCount: 3 1297
Task1- MissCount, TotalTxCount: 809 24999
Task2- MissCount, TotalTxCount: 3 1297
Task1- MissCount, TotalTxCount: 741 24999
