Each Task Period:[12, 6]

Task1- MissCount, TotalTxCount: 32 8332
Task2- MissCount, TotalTxCount: 812 16665
Task1- MissCount, TotalTxCount: 29 8332
Task2- MissCount, TotalTxCount: 743 16665
Task1- MissCount, TotalTxCount: 25 8332
Task2- MissCount, TotalTxCount: 803 16665
Task1- MissCount, TotalTxCount: 31 8332
Task2- MissCount, TotalTxCount: 782 16665
Task1- MissCount, TotalTxCount: 35 8332
Task2- MissCount, TotalTxCount: 751 16665
Task1- MissCount, TotalTxCount: 27 8332
Task2- MissCount, TotalTxCount: 762 16665
Task1- MissCount, TotalTxCount: 27 8332
Task2- MissCount, TotalTxCount: 764 16665
Task1- MissCount, TotalTxCount: 28 8332
Task2- MissCount, TotalTxCount: 781 16665
Task1- MissCount, TotalTxCount: 37 8332
Task2- MissCount, TotalTxCount: 777 16665
Task1- MissCount, TotalTxCount: 33 8332
Task2- MissCount, TotalTxCount: 721 16665
Task1- MissCount, TotalTxCount: 19 8332
Task2- MissCount, TotalTxCount: 749 16665
Task1- MissCount, TotalTxCount: 24 8332
Task2- MissCount, TotalTxCount: 793 16665
Task1- MissCount, TotalTxCount: 19 8332
Task2- MissCount, TotalTxCount: 752 16665
Task1- MissCount, TotalTxCount: 23 8332
Task2- MissCount, TotalTxCount: 762 16665
Task1- MissCount, TotalTxCount: 23 8332
Task2- MissCount, TotalTxCount: 766 16665
Task1- MissCount, TotalTxCount: 23 8332
Task2- MissCount, TotalTxCount: 707 16665
Task1- MissCount, TotalTxCount: 23 8332
Task2- MissCount, TotalTxCount: 714 16665
Task1- MissCount, TotalTxCount: 30 8332
Task2- MissCount, TotalTxCount: 779 16665
Task1- MissCount, TotalTxCount: 33 8332
Task2- MissCount, TotalTxCount: 808 16665
Task1- MissCount, TotalTxCount: 31 8332
Task2- MissCount, TotalTxCount: 746 16665
Task1- MissCount, TotalTxCount: 26 8332
Task2- MissCount, TotalTxCount: 784 16665
Task1- MissCount, TotalTxCount: 20 8332
Task2- MissCount, TotalTxCount: 802 16665
Task1- MissCount, TotalTxCount: 21 8332
Task2- MissCount, TotalTxCount: 764 16665
Task1- MissCount, TotalTxCount: 26 8332
Task2- MissCount, TotalTxCount: 771 16665
Task1- MissCount, TotalTxCount: 37 8332
Task2- MissCount, TotalTxCount: 773 16665
Task1- MissCount, TotalTxCount: 35 8332
Task2- MissCount, TotalTxCount: 786 16665
Task1- MissCount, TotalTxCount: 20 8332
Task2- MissCount, TotalTxCount: 730 16665
Task1- MissCount, TotalTxCount: 21 8332
Task2- MissCount, TotalTxCount: 766 16665
Task1- MissCount, TotalTxCount: 27 8332
Task2- MissCount, TotalTxCount: 810 16665
Task1- MissCount, TotalTxCount: 31 8332
Task2- MissCount, TotalTxCount: 706 16665
Task1- MissCount, TotalTxCount: 15 8332
Task2- MissCount, TotalTxCount: 771 16665
Task1- MissCount, TotalTxCount: 40 8332
Task2- MissCount, TotalTxCount: 780 16665
Task1- MissCount, TotalTxCount: 23 8332
Task2- MissCount, TotalTxCount: 807 16665
Task1- MissCount, TotalTxCount: 26 8332
Task2- MissCount, TotalTxCount: 750 16665
Task1- MissCount, TotalTxCount: 20 8332
Task2- MissCount, TotalTxCount: 778 16665
Task1- MissCount, TotalTxCount: 31 8332
Task2- MissCount, TotalTxCount: 803 16665
Task1- MissCount, TotalTxCount: 25 8332
Task2- MissCount, TotalTxCount: 837 16665
Task1- MissCount, TotalTxCount: 32 8332
Task2- MissCount, TotalTxCount: 749 16665
Task1- MissCount, TotalTxCount: 27 8332
Task2- MissCount, TotalTxCount: 738 16665
Task1- MissCount, TotalTxCount: 28 8332
Task2- MissCount, TotalTxCount: 755 16665
Task1- MissCount, TotalTxCount: 33 8332
Task2- MissCount, TotalTxCount: 770 16665
Task1- MissCount, TotalTxCount: 22 8332
Task2- MissCount, TotalTxCount: 814 16665
Task1- MissCount, TotalTxCount: 38 8332
Task2- MissCount, TotalTxCount: 753 16665
Task1- MissCount, TotalTxCount: 28 8332
Task2- MissCount, TotalTxCount: 843 16665
Task1- MissCount, TotalTxCount: 22 8332
Task2- MissCount, TotalTxCount: 782 16665
Task1- MissCount, TotalTxCount: 24 8332
Task2- MissCount, TotalTxCount: 795 16665
Task1- MissCount, TotalTxCount: 24 8332
Task2- MissCount, TotalTxCount: 786 16665
Task1- MissCount, TotalTxCount: 27 8332
Task2- MissCount, TotalTxCount: 791 16665
Task1- MissCount, TotalTxCount: 18 8332
Task2- MissCount, TotalTxCount: 784 16665
Task1- MissCount, TotalTxCount: 28 8332
Task2- MissCount, TotalTxCount: 830 16665
Task1- MissCount, TotalTxCount: 31 8332
Task2- MissCount, TotalTxCount: 737 16665
Task1- MissCount, TotalTxCount: 29 8332
Task2- MissCount, TotalTxCount: 780 16665
Task1- MissCount, TotalTxCount: 26 8332
Task2- MissCount, TotalTxCount: 787 16665
Task1- MissCount, TotalTxCount: 35 8332
Task2- MissCount, TotalTxCount: 779 16665
Task1- MissCount, TotalTxCount: 25 8332
Task2- MissCount, TotalTxCount: 749 16665
Task1- MissCount, TotalTxCount: 29 8332
Task2- MissCount, TotalTxCount: 735 16665
Task1- MissCount, TotalTxCount: 30 8332
Task2- MissCount, TotalTxCount: 751 16665
Task1- MissCount, TotalTxCount: 22 8332
Task2- MissCount, TotalTxCount: 743 16665
Task1- MissCount, TotalTxCount: 24 8332
Task2- MissCount, TotalTxCount: 743 16665
Task1- MissCount, TotalTxCount: 33 8332
Task2- MissCount, TotalTxCount: 776 16665
Task1- MissCount, TotalTxCount: 31 8332
Task2- MissCount, TotalTxCount: 787 16665
Task1- MissCount, TotalTxCount: 20 8332
Task2- MissCount, TotalTxCount: 788 16665
Task1- MissCount, TotalTxCount: 32 8332
Task2- MissCount, TotalTxCount: 779 16665
Task1- MissCount, TotalTxCount: 32 8332
Task2- MissCount, TotalTxCount: 786 16665
Task1- MissCount, TotalTxCount: 31 8332
Task2- MissCount, TotalTxCount: 792 16665
Task1- MissCount, TotalTxCount: 31 8332
Task2- MissCount, TotalTxCount: 793 16665
Task1- MissCount, TotalTxCount: 24 8332
Task2- MissCount, TotalTxCount: 690 16665
Task1- MissCount, TotalTxCount: 30 8332
Task2- MissCount, TotalTxCount: 743 16665
Task1- MissCount, TotalTxCount: 34 8332
Task2- MissCount, TotalTxCount: 749 16665
Task1- MissCount, TotalTxCount: 22 8332
Task2- MissCount, TotalTxCount: 769 16665
Task1- MissCount, TotalTxCount: 29 8332
Task2- MissCount, TotalTxCount: 749 16665
Task1- MissCount, TotalTxCount: 26 8332
Task2- MissCount, TotalTxCount: 814 16665
Task1- MissCount, TotalTxCount: 23 8332
Task2- MissCount, TotalTxCount: 789 16665
Task1- MissCount, TotalTxCount: 26 8332
Task2- MissCount, TotalTxCount: 773 16665
Task1- MissCount, TotalTxCount: 27 8332
Task2- MissCount, TotalTxCount: 780 16665
Task1- MissCount, TotalTxCount: 33 8332
Task2- MissCount, TotalTxCount: 819 16665
Task1- MissCount, TotalTxCount: 31 8332
Task2- MissCount, TotalTxCount: 750 16665
Task1- MissCount, TotalTxCount: 24 8332
Task2- MissCount, TotalTxCount: 808 16665
Task1- MissCount, TotalTxCount: 29 8332
Task2- MissCount, TotalTxCount: 769 16665
Task1- MissCount, TotalTxCount: 23 8332
Task2- MissCount, TotalTxCount: 774 16665
Task1- MissCount, TotalTxCount: 25 8332
Task2- MissCount, TotalTxCount: 794 16665
Task1- MissCount, TotalTxCount: 23 8332
Task2- MissCount, TotalTxCount: 788 16665
Task1- MissCount, TotalTxCount: 25 8332
Task2- MissCount, TotalTxCount: 782 16665
Task1- MissCount, TotalTxCount: 32 8332
Task2- MissCount, TotalTxCount: 826 16665
Task1- MissCount, TotalTxCount: 43 8332
Task2- MissCount, TotalTxCount: 782 16665
Task1- MissCount, TotalTxCount: 26 8332
Task2- MissCount, TotalTxCount: 749 16665
Task1- MissCount, TotalTxCount: 28 8332
Task2- MissCount, TotalTxCount: 767 16665
Task1- MissCount, TotalTxCount: 20 8332
Task2- MissCount, TotalTxCount: 788 16665
Task1- MissCount, TotalTxCount: 26 8332
Task2- MissCount, TotalTxCount: 728 16665
Task1- MissCount, TotalTxCount: 27 8332
Task2- MissCount, TotalTxCount: 781 16665
Task1- MissCount, TotalTxCount: 20 8332
Task2- MissCount, TotalTxCount: 789 16665
Task1- MissCount, TotalTxCount: 29 8332
Task2- MissCount, TotalTxCount: 798 16665
Task1- MissCount, TotalTxCount: 28 8332
Task2- MissCount, TotalTxCount: 774 16665
Task1- MissCount, TotalTxCount: 23 8332
Task2- MissCount, TotalTxCount: 810 16665
Task1- MissCount, TotalTxCount: 30 8332
Task2- MissCount, TotalTxCount: 793 16665
Task1- MissCount, TotalTxCount: 18 8332
