Each Task Period:[12, 6]

Task1- MissCount, TotalTxCount: 26 8332
Task2- MissCount, TotalTxCount: 760 16665
Task1- MissCount, TotalTxCount: 29 8332
Task2- MissCount, TotalTxCount: 771 16665
Task1- MissCount, TotalTxCount: 19 8332
Task2- MissCount, TotalTxCount: 786 16665
Task1- MissCount, TotalTxCount: 13 8332
Task2- MissCount, TotalTxCount: 734 16665
Task1- MissCount, TotalTxCount: 16 8332
Task2- MissCount, TotalTxCount: 766 16665
Task1- MissCount, TotalTxCount: 16 8332
Task2- MissCount, TotalTxCount: 787 16665
Task1- MissCount, TotalTxCount: 30 8332
Task2- MissCount, TotalTxCount: 772 16665
Task1- MissCount, TotalTxCount: 24 8332
Task2- MissCount, TotalTxCount: 747 16665
Task1- MissCount, TotalTxCount: 21 8332
Task2- MissCount, TotalTxCount: 742 16665
Task1- MissCount, TotalTxCount: 21 8332
Task2- MissCount, TotalTxCount: 710 16665
Task1- MissCount, TotalTxCount: 27 8332
Task2- MissCount, TotalTxCount: 787 16665
Task1- MissCount, TotalTxCount: 26 8332
Task2- MissCount, TotalTxCount: 779 16665
Task1- MissCount, TotalTxCount: 25 8332
Task2- MissCount, TotalTxCount: 759 16665
Task1- MissCount, TotalTxCount: 29 8332
Task2- MissCount, TotalTxCount: 730 16665
Task1- MissCount, TotalTxCount: 25 8332
Task2- MissCount, TotalTxCount: 766 16665
Task1- MissCount, TotalTxCount: 25 8332
Task2- MissCount, TotalTxCount: 800 16665
Task1- MissCount, TotalTxCount: 23 8332
Task2- MissCount, TotalTxCount: 776 16665
Task1- MissCount, TotalTxCount: 22 8332
Task2- MissCount, TotalTxCount: 710 16665
Task1- MissCount, TotalTxCount: 26 8332
Task2- MissCount, TotalTxCount: 799 16665
Task1- MissCount, TotalTxCount: 26 8332
Task2- MissCount, TotalTxCount: 750 16665
Task1- MissCount, TotalTxCount: 35 8332
Task2- MissCount, TotalTxCount: 813 16665
Task1- MissCount, TotalTxCount: 30 8332
Task2- MissCount, TotalTxCount: 753 16665
Task1- MissCount, TotalTxCount: 28 8332
Task2- MissCount, TotalTxCount: 788 16665
Task1- MissCount, TotalTxCount: 27 8332
Task2- MissCount, TotalTxCount: 762 16665
Task1- MissCount, TotalTxCount: 21 8332
Task2- MissCount, TotalTxCount: 786 16665
Task1- MissCount, TotalTxCount: 24 8332
Task2- MissCount, TotalTxCount: 787 16665
Task1- MissCount, TotalTxCount: 17 8332
Task2- MissCount, TotalTxCount: 778 16665
Task1- MissCount, TotalTxCount: 25 8332
Task2- MissCount, TotalTxCount: 708 16665
Task1- MissCount, TotalTxCount: 30 8332
Task2- MissCount, TotalTxCount: 774 16665
Task1- MissCount, TotalTxCount: 20 8332
Task2- MissCount, TotalTxCount: 719 16665
Task1- MissCount, TotalTxCount: 22 8332
Task2- MissCount, TotalTxCount: 764 16665
Task1- MissCount, TotalTxCount: 26 8332
Task2- MissCount, TotalTxCount: 795 16665
Task1- MissCount, TotalTxCount: 28 8332
Task2- MissCount, TotalTxCount: 775 16665
Task1- MissCount, TotalTxCount: 24 8332
Task2- MissCount, TotalTxCount: 804 16665
Task1- MissCount, TotalTxCount: 26 8332
Task2- MissCount, TotalTxCount: 748 16665
Task1- MissCount, TotalTxCount: 24 8332
Task2- MissCount, TotalTxCount: 776 16665
Task1- MissCount, TotalTxCount: 30 8332
Task2- MissCount, TotalTxCount: 748 16665
Task1- MissCount, TotalTxCount: 28 8332
Task2- MissCount, TotalTxCount: 775 16665
Task1- MissCount, TotalTxCount: 18 8332
Task2- MissCount, TotalTxCount: 807 16665
Task1- MissCount, TotalTxCount: 27 8332
Task2- MissCount, TotalTxCount: 789 16665
Task1- MissCount, TotalTxCount: 31 8332
Task2- MissCount, TotalTxCount: 838 16665
Task1- MissCount, TotalTxCount: 26 8332
Task2- MissCount, TotalTxCount: 738 16665
Task1- MissCount, TotalTxCount: 27 8332
Task2- MissCount, TotalTxCount: 803 16665
Task1- MissCount, TotalTxCount: 15 8332
Task2- MissCount, TotalTxCount: 771 16665
Task1- MissCount, TotalTxCount: 20 8332
Task2- MissCount, TotalTxCount: 765 16665
Task1- MissCount, TotalTxCount: 14 8332
Task2- MissCount, TotalTxCount: 737 16665
Task1- MissCount, TotalTxCount: 27 8332
Task2- MissCount, TotalTxCount: 747 16665
Task1- MissCount, TotalTxCount: 24 8332
Task2- MissCount, TotalTxCount: 727 16665
